PT_ID,SCHOOL,ZONE,CLUSTER,GROUP_ID,latitude,longitude,LEVEL,ENROLMENT,2023_OSO,OSO_pct,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,special,mothertongue1_code,mothertongue2_code,mothertongue3_code,HMSP_Tier,HMSP_Score
270,UNITY SECONDARY SCHOOL,WEST,W2,23,1.39972215,103.7460294,SECONDARY,1121,186,0.165923283,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.3
271,BOON LAY SECONDARY SCHOOL,WEST,W3,24,1.3427581,103.7016738,SECONDARY,772,118,0.152849741,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.444444444
272,CORPORATION PRIMARY SCHOOL,WEST,W3,24,1.35142845,103.7076954,PRIMARY,1375,179,0.130181818,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
273,FRONTIER PRIMARY SCHOOL,WEST,W3,24,1.3369298,103.6996377,PRIMARY,1333,155,0.11627907,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.111111111
274,JURONG WEST PRIMARY SCHOOL,WEST,W3,24,1.3391,103.6988,PRIMARY,1203,167,0.138819618,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
275,JURONG WEST SECONDARY SCHOOL,WEST,W3,24,1.3354612,103.7024026,SECONDARY,1054,136,0.129032258,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.625
276,JUYING SECONDARY SCHOOL,WEST,W3,24,1.3393,103.6872,SECONDARY,999,167,0.167167167,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
277,METHODIST GIRLS' SCHOOL (PRI),WEST,W3,24,1.33284035,103.7835765,PRIMARY,1354,86,0.06351551,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.555555556
278,METHODIST GIRLS' SCHOOL (SEC),WEST,W3,24,1.33284035,103.7835765,SECONDARY,1301,81,0.0622598,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Yes,Chinese,Malay,Tamil,C,0.555555556
279,PIONEER PRIMARY SCHOOL,WEST,W3,24,1.3384,103.6881,PRIMARY,526,119,0.226235741,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
280,WEST GROVE PRIMARY SCHOOL,WEST,W3,24,1.34468085,103.6989833,PRIMARY,1365,182,0.133333333,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
281,WESTWOOD SECONDARY SCHOOL,WEST,W3,24,1.35357275,103.7018025,SECONDARY,1060,163,0.153773585,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
282,XINGNAN PRIMARY SCHOOL,WEST,W3,24,1.3431928,103.6877492,PRIMARY,1305,171,0.131034483,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
283,BUKIT VIEW PRIMARY SCHOOL,WEST,W4,25,1.34570095,103.7535185,PRIMARY,1312,128,0.097560976,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.714285714
284,BUKIT VIEW SECONDARY SCHOOL,WEST,W4,25,1.34569905,103.752192,SECONDARY,1052,135,0.128326996,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
285,CREST SECONDARY SCHOOL,WEST,W4,25,1.343795,103.7428092,SECONDARY,685,184,0.268613139,JURONG EAST,WEST,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
286,DAZHONG PRIMARY SCHOOL,WEST,W4,25,1.3591826,103.7479679,PRIMARY,1201,188,0.15653622,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
287,HUA YI SECONDARY SCHOOL,WEST,W4,25,1.3520885,103.7216252,SECONDARY,1073,104,0.096924511,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
288,JURONG PRIMARY SCHOOL,WEST,W4,25,1.3487249,103.7330556,PRIMARY,1235,156,0.126315789,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
289,JURONG SECONDARY SCHOOL,WEST,W4,25,1.33030995,103.7239742,SECONDARY,1062,129,0.121468927,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,B,0.888888889
290,JURONGVILLE SECONDARY SCHOOL,WEST,W4,25,1.3512965,103.7289774,SECONDARY,1052,164,0.155893536,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.714285714
291,KEMING PRIMARY SCHOOL,WEST,W4,25,1.3453422,103.756399,PRIMARY,1360,154,0.113235294,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
292,LIANHUA PRIMARY SCHOOL,WEST,W4,25,1.35386165,103.7540792,PRIMARY,1295,147,0.113513514,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
293,ST. ANTHONY'S PRIMARY SCHOOL,WEST,W4,25,1.364220876,103.7490931,PRIMARY,1370,146,0.106569343,BUKIT BATOK,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
294,SWISS COTTAGE SECONDARY SCHOOL,WEST,W4,25,1.36456,103.7504331,SECONDARY,1232,159,0.129058442,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.363636364
295,YUAN CHING SECONDARY SCHOOL,WEST,W4,25,1.34159135,103.7201412,SECONDARY,1076,170,0.157992565,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.285714286
296,BEACON PRIMARY SCHOOL,WEST,W5,26,1.38411495,103.7738009,PRIMARY,1152,165,0.143229167,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.285714286
297,BUKIT PANJANG GOVT HIGH SCHOOL,WEST,W5,26,1.38212705,103.7382834,SECONDARY,1120,117,0.104464286,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.272727273
298,GREENRIDGE SECONDARY SCHOOL (FAJAR SECONDARY SCHOOL),WEST,W5,26,1.3752,103.7642,SECONDARY,1105,199,0.180090498,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
299,GREENRIDGE PRIMARY SCHOOL,WEST,W5,26,1.3856168,103.7680048,PRIMARY,1234,168,0.136142626,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
300,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,WEST,W5,26,1.3380993,103.7762188,PRIMARY,1436,123,0.085654596,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,No,No,Yes,Chinese,na,na,C,0.714285714
301,SCH OF SCIENCE AND TECHNOLOGY,WEST,W5,26,1.3131051,103.7737254,SECONDARY,940,87,0.092553191,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
302,TECK WHYE PRIMARY SCHOOL,WEST,W5,26,1.3838509,103.7536535,PRIMARY,1150,167,0.145217391,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
303,WEST SPRING SECONDARY SCHOOL,WEST,W5,26,1.38828505,103.7598736,SECONDARY,1123,114,0.101513802,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.625
304,WEST VIEW PRIMARY SCHOOL,WEST,W5,26,1.38358885,103.7599934,PRIMARY,912,106,0.11622807,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.166666667
305,ZHENGHUA PRIMARY SCHOOL,WEST,W5,26,1.3794259,103.7696661,PRIMARY,1351,199,0.147298298,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
306,ZHENGHUA SECONDARY SCHOOL,WEST,W5,26,1.3895029,103.7651957,SECONDARY,1117,152,0.136078782,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.555555556
307,ASSUMPTION ENGLISH SCHOOL,WEST,W6,27,1.368102,103.766105,SECONDARY,870,130,0.149425287,BUKIT PANJANG,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
308,ASSUMPTION PATHWAY SCHOOL,WEST,W6,27,1.37022425,103.7664289,SECONDARY,565,93,0.16460177,BUKIT PANJANG,WEST,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.4
309,BOON LAY GARDEN PRIMARY SCHOOL,WEST,W6,27,1.3428882,103.7129331,PRIMARY,1275,192,0.150588235,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
310,BUKIT PANJANG PRIMARY SCHOOL,WEST,W6,27,1.37341685,103.7694303,PRIMARY,1458,166,0.113854595,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
311,CHIJ OUR LADY QUEEN OF PEACE,WEST,W6,27,1.36644755,103.7681471,PRIMARY,1056,76,0.071969697,BUKIT PANJANG,WEST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.4
312,KRANJI PRIMARY SCHOOL,WEST,W6,27,1.39393915,103.7471551,PRIMARY,612,65,0.10620915,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,A,1
313,KRANJI SECONDARY SCHOOL,WEST,W6,27,1.39047655,103.741139,SECONDARY,1060,150,0.141509434,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
314,REGENT SECONDARY SCHOOL,WEST,W6,27,1.39351375,103.7510121,SECONDARY,1030,138,0.133980583,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
315,CHUA CHU KANG SECONDARY SCHOOL (TECK WHYE SECONDARY SCHOOL),WEST,W6,27,1.3834,103.75545,SECONDARY,1226,227,0.185154976,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
316,WEST SPRING PRIMARY SCHOOL,WEST,W6,27,1.38952295,103.7662653,PRIMARY,1413,133,0.094125973,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
317,WESTWOOD PRIMARY SCHOOL,WEST,W6,27,1.34744235,103.700513,PRIMARY,1428,170,0.119047619,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
318,YEW TEE PRIMARY SCHOOL,WEST,W6,27,1.39696185,103.751093,PRIMARY,1239,171,0.138014528,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
319,BUKIT BATOK SECONDARY SCHOOL,WEST,W7,28,1.3484109,103.7407154,SECONDARY,1102,139,0.126134301,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
320,BUKIT TIMAH PRIMARY SCHOOL,WEST,W7,28,1.33751905,103.7668494,PRIMARY,1158,111,0.095854922,BUKIT TIMAH,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
321,COMMONWEALTH SECONDARY SCHOOL,WEST,W7,28,1.31977715,103.7457295,SECONDARY,1059,148,0.139754485,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,Tamil,C,0.545454545
322,FUHUA PRIMARY SCHOOL,WEST,W7,28,1.33648535,103.7364545,PRIMARY,1287,198,0.153846154,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
323,FUHUA SECONDARY SCHOOL,WEST,W7,28,1.34731075,103.7270228,SECONDARY,1129,132,0.116917626,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.4
324,LAKESIDE PRIMARY SCHOOL,WEST,W7,28,1.3383897,103.7179816,PRIMARY,1434,183,0.127615063,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
325,PRINCESS ELIZABETH PRIMARY SCHOOL,WEST,W7,28,1.3493822,103.7409542,PRIMARY,1268,177,0.139589905,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
326,RIVER VALLEY HIGH SCHOOL,WEST,W7,28,1.3433748,103.7093058,SECONDARY,1205,75,0.062240664,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,Yes,Yes,Chinese,na,na,D,0.466666667
327,RULANG PRIMARY SCHOOL,WEST,W7,28,1.34660905,103.718737,PRIMARY,1685,205,0.121661721,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.125
328,SHUQUN PRIMARY SCHOOL,WEST,W7,28,1.34712705,103.7215902,PRIMARY,1237,138,0.111560226,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.125
329,YUHUA SECONDARY SCHOOL,WEST,W7,28,1.347278031,103.7223139,SECONDARY,1133,113,0.099735216,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.555555556
